id,label,birthplace_old,date,daterange_0,daterange_1,deathplace_old,description_rt,family,geoname,gnid,job,job_0,job_1,job_2,job_3,job_4,lat,literature,literature_0,literature_1,literature_10,literature_11,literature_12,literature_13,literature_14,literature_15,literature_16,literature_17,literature_18,literature_19,literature_2,literature_20,literature_21,literature_22,literature_23,literature_24,literature_25,literature_26,literature_27,literature_28,literature_29,literature_3,literature_4,literature_5,literature_6,literature_7,literature_8,literature_9,lng,name,name_0,name_1,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,salsah_comment,salsah_comment_0,salsah_comment_1,salsah_comment_10,salsah_comment_11,salsah_comment_12,salsah_comment_13,salsah_comment_14,salsah_comment_15,salsah_comment_16,salsah_comment_17,salsah_comment_18,salsah_comment_19,salsah_comment_2,salsah_comment_20,salsah_comment_3,salsah_comment_4,salsah_comment_5,salsah_comment_6,salsah_comment_7,salsah_comment_8,salsah_comment_9
343401,"Arm, Anne-Marie",,,,,,"<p>Anne-Marie Arm war Fischerin auf dem Neuenburgersee. Sie wurde in der Sammlung <a class=""salsah-link"" href=""IRI:336009:IRI"">Altes und sterbendes Handwerk</a> im Projekt mit der Nummer <a class=""salsah-link"" href=""IRI:2258097:IRI"">AH 42</a> porträtiert. Evt. war sie mit <a class=""salsah-link"" href=""IRI:343404:IRI"">Samuel-André Arm</a> verheiratet.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Anne-Marie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343400,"Arm, Alice",,,,,,"<p>Alice Arm war Fischerin auf dem Neuenburgersee. Sie wurde in der Sammlung <a class=""salsah-link"" href=""IRI:336009:IRI"">Altes und sterbendes Handwerk</a> im Projekt mit der Nummer <a class=""salsah-link"" href=""IRI:2258097:IRI"">AH 42</a> porträtiert. Evt. war sie mit <a class=""salsah-link"" href=""IRI:343403:IRI"">Samuel Arm</a> verheiratet.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arm, Alice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343399,"Conzett, Silvia",Basel,1959,,,,"<p>Silvia Conzett war wissenschaftliche Mitarbeiterin bei zwei Dokumentarfilmen und wirkte bei der Bearbeitung des Filmkataloges der <a class=""salsah-link"" href=""IRI:336006:IRI"">Sektion Film der SGV</a> mit. Ihre Forschungsschwerpunkte sind Landwirtschaft, alpine Kultur und Handwerk.</p>",,Basel,http://sws.geonames.org/2661604,,"Ausbildung: Bäuerin und Sennerin, Studium der Volkskunde in Zürich","Lebte/Arbeitete in: Basel, Haldenstein",,,,,,Verwendete Quellen: Teilsammlung 1,"Verwendete Quellen: ""Filmkatalog der Schweizerischen Gesellschaft für Volkskunde"", hrsg. von Hans-Ulrich Schlumpf, bearbeitet von Silvia Conzett. Basel 1993",,,,,,,,,,,Verwendete Quellen: www.fraubuenden.net,,,,,,,,,,,"Publikation: ""Bauernfrauen im Bündner Safiental und im norwegischen Krossdal: ein Vergleich"", 1992","Publikation: ""Filmkatalog der Schweizerischen Gesellschaft für Volkskunde"", hrsg. von Hans-Ulrich Schlumpf, bearbeitet von Silvia Conzett. Basel, Verlag der SGV 1993","Publikation: ""'Wie's esie gsin ischt': Landwirtschaft und Tourismus in Tschiertschen"", 2003",,,,,,"Conzett, Silvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343398,"Mutz, Alfred",,1980,,,,"<p>Alfred Mutz (1909-1980) war wissenschaftlicher Mitarbeiter bei zwei Dokumentarfilmen der <a href=""http://www.salsah.org/api/resources/336006"">Sektion Film der SGV</a>. Er war an den Projekten <a class=""salsah-link"" href=""IRI:2141219:IRI"">AH 22</a> und <a class=""salsah-link"" href=""IRI:2428832:IRI"">AH 40</a> der Sammlung <a class=""salsah-link"" href=""IRI:336009:IRI"">Altes und sterbendes Handwerk</a> beteiligt. </p><p>Literatur:</p><p>Hugger, Paul und Alfred Mutz: Der Feilenhauer. In: Schweizerische Gesellschaft für Volkskunde. Abteilung Film. Reihe: Sterbendes Handwerk. Heft 22. Basel 1969.</p><p>Hugger, Paul, Alfred Mutz: Der Ziseleur. In: Schweizerische Gesellschaft für Volkskunde. Abteilung Film. Reihe: Sterbendes Handwerk. Heft 40. Basel 1976.</p><p>Schlumpf, Hans-Ulrich (Hg.): Filmkatalog der Schweizerischen Gesellschaft für Volkskunde. Basel 1993, S. 92-93.</p>",,,,,Ausbildung: Handwerker,Tätigkeit: Gewerbeschullehrer für Mechanik,Lebte/Arbeitete in: Basel,,,,,Verwendete Quellen: Teilsammlung 1,Publikation: AH 22,,,,,,,,,,,Publikation: AH 40,,,,,,,,,,,Publikation: Vgl. Bibliothekskataloge,Archivmaterial: Staatsarchiv Basel-Stadt,Archivmaterial:  ETH-Bibliothek in Zürich,,,,,,"Mutz, Alfred",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343392,"Studer, Ines",,1902,,,,"<p>Ines Studer war Mitarbeiterin von Herrn Ernst Selhofer in der Bürstenmanufaktur E. Selhofer, Basel.</p>",,,,,,,,,,,Literatur: AH 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Studer, Ines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343390,Develey [Frau],,,,,,"<p>Frau Develey war verheiratet mit <a class=""salsah-link"" href=""IRI:337255:IRI"">Louis Develey</a>, dem Müller und Inhaber der <a class=""salsah-link"" href=""IRI:337249:IRI"">Moulin de Vaulion</a>. Sie lebte in Vaulion und hatte einen <a class=""salsah-link"" href=""IRI:337261:IRI"">Sohn</a>. Familie Develey wurde in der Sammlung <a class=""salsah-link"" href=""IRI:336009:IRI"">Altes und sterbendes Handwerk</a> im Projekt mit der Nummer <a class=""salsah-link"" href=""IRI:2141295:IRI"">AH 29</a> portraitiert.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Develey [Frau],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343389,"Meylan, Marguerite",,,,,,"<p>Marguerite Meylan, vermutlich die Schwester von <a class=""salsah-link"" href=""IRI:337149:IRI"">Daniel Meylan</a>, war in der <a class=""salsah-link"" href=""IRI:337148:IRI"">Werkstatt für die Herstellung von Rindenbändern und Sägerei</a> und der <a class=""salsah-link"" href=""IRI:337099:IRI"">Werkstatt für die Herstellung von Vacherin-Schachteln</a> tätig. Sie lebte/arbeitete in Le Piguet-Dessous.</p>",,,,,,,,,,,Literatur: AH 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meylan, Marguerite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343386,"Bachmann, W. [SGV_01]",,,,,,"<span gaga={}><span gaga={}><p>Betätigte sich als Fotograf/-in für die SGV</p></span<p></p></span<p><span gaga={}><span gaga={}> an einem Filmprojekt mit der Nummer </span</span<a class=""salsah-link"" href=""IRI:2141192:IRI"">AH 05<span gaga={}><span gaga={}></span</span</a><span gaga={}><span gaga={}> </span</span<span gaga={}><span gaga={}>der </span</span<span gaga={}><span gaga={}>Sammlung </span</span<span gaga={}><span gaga={}><span gaga={}>Altes und sterbendes Handwerk</span</span</span<span gaga={}><span gaga={}>.</span</span E/sie lebte und arbeitete in Wattwil.</p><p>Bei Bachmann, W. [SGV_01] und Bachmann, W. [SGV_04] könnte es sich um die selbe Person handeln.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bachmann, W. [SGV_01]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343203,"Müller, Albert",,,,,,"<p>Albert Müller beteiligte sich fotografisch am Aufbau der Sammlung <a class=""salsah-link"" href=""IRI:343130:IRI"">Appenzeller Senntumsmalerei</a>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Müller, Albert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343169,"Edelmann, Albert",,,,,,"<p>Albert Edelmann beteiligte sich als Fotograf am Aufbau der Sammlung <a class=""salsah-link"" href=""IRI:343130:IRI"">Appenzeller Senntumsmalerei</a> beteiligte.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edelmann, Albert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343128,"Hanhart, Rudolf",,1924,,,,"<p>Rudolf Hanhart, ausgebildeter Zeichnungslehrer, gilt als profunder Kenner der Bauernmalerei. Zwischenzeitlich war er Hospitant am Kunstmuseum Basel und am Museum für Völkerkunde Basel – heute <a class=""salsah-link"" href=""IRI:335989:IRI"">Museum der Kulturen</a>. Von 1953 bis 1989 war er <span gaga={}>Konservator und Direktor des Kunstmuseums St. Gallen, wo er eine Bauernmalerei-Sammlung aufbaute. </span(Siehe <a href=""http://www.tagblatt.ch/ostschweiz/appenzellerland/Rudolf-Hanhart-zu-Bauernmaler-Anspruch-auf-Kunst-gerechtfertigt;art120091,3219150"">Tagblatt</a>)</p>",,,,,,,,,,,,"Literatur: ""Der Volkskunstforscher"", in: St. Galler Tagblatt Online, 13. Juli 2009",Archivmaterial: Museum der Kulturen Basel?,,,,,,,,,,,Archivmaterial: Appenzeller Volkskunstmuseum Stein (Appenzell Ausserrhoden)?,,,,,,,,,,,Archivmaterial: Kunstmuseum St. Gallen?,,,,,,,,,"Hanhart, Rudolf",R. Hanhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342380,"Messerli, Susa",,,,,,<p>Susa Messerli war Töpferin und lebte/arbeitete an der Froschaugasse in Zürich.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Messerli, Susa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342319,"Könz, Constant",,,,,,"<p>Constant Könz war ein im Kanton Graubünden tätiger Sgraffito-Künstler.</p><p>vgl: Pult, Marcella: Ragischs ed alas/Radici e ali/Wurzeln und Flügel. Chasa editura Rumantscha, Chur 2014.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Könz, Constant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342295,Signora Sacchet,,,,,,"<p>Signora Sacchet war verheiratet mit Virgilio Sacchet und arbeitete als Stuhlflechterin in Ascona, Tessin.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Signora Sacchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342294,"Sacchet, Viriglio",,,,,,<p>Viriglio Sacchet war Stuhlmacher/Stuhlflechter in Ascona (TI). Er arbeitete mit seiner Frau Signora Sacchet in der hauseigenen Werkstatt.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacchet, Viriglio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342282,"Giannini, Dionigi",,,,,,<p>Korbflechter in Ascona</p>,,,,,Tätigkeit: Korbflechter,"Lebte/Arbeitete in: Schweiz, Tessin, Ascona",,,,,Verwendete Quellen: Teilsammlung 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Giannini, Dionigi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342252,"Meier, Armin",,,,,,"<p>Armin Meier war Zinngiesser, Kenner von Altertümern, Fachmann für alte Waffen, Antiquitätenhändler, Berater von Galeriebesitzern und Museumskonservatoren. Er lebte/arbeitete in Zürich.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meier, Armin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342227,Attinger (Hufschmied),,,,,,"<p>Attinger war Hufschmied in Fällanden, Kanton Zürich. Sein Sohn war ebenfalls Hufschmied.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attinger (Hufschmied),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342175,"Bickel, Karl","Schweiz, Zürich, Hirslanden",1982-11-06,,,"Schweiz, St. Gallen, Walenstadtberg, Schrina-Hochrugg","<p>Karl Bickel war Künstler und Grafiker. Er war unter anderem als Kupferstecher, Briefmarkenstecher und als Bildhauer tätig.</p><p>Im Jahr 1900, im Alter von 14 Jahren, begann Karl Bickel eine Lehre als Lithograph und Clichéezeichner im Atelier Paul Bleuler. Diese dauerte bis 1904. In der Folge war er technischer Leiter in der grafischen Anstalt Hüttner.</p><p>1908 eröffnete er sein eigenes Atelier, dass er jedoch bereits 1912 wieder verliess. 1913, an Tuberkulose erkrankt, muss Bickel für 13 Monate zur Kur nach Walenstadtberg - wo er Jahre später einen Friedenstempel (Paxmal) erbaute (von 1924-1949).</p><p>(Siehe <a href=""http://www.museumbickel.ch/bickel/karlbickel.html"">Museum Bickel Walenstadt</a>)</p>",,Walenstadtberg,http://sws.geonames.org/8505018,,,,,,,47.13737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.29027,"Bickel, Karl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342163,"Rotach, Konrad",,,,,,"<p>Konrad Rotach war Bauer, Kranzer und Hersteller von Papierblumen. <span gaga={}>Es handelt sich sehr wahrscheinlich um den Armenpfleger ""Konrad Rotach"", welcher <a class=""salsah-link"" href=""IRI:342116:IRI"">Johannes Rotach</a> 1951 aus dem Bürgerheim Speicher zu sich nach Schwellbrunn (AR) ins ""Einsiegeli"" holte.</span</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rotach, Konrad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342152,Fässler [SGV_08],,,,,,"<p>Fässler arbeitete als Metalltreiber, Sattler und Glockenhersteller und lebte im Appenzell. Er hat drei Söhne: Der Jüngste arbeitete bei ihm in der Werkstatt, der Mittlere machte das KV und der Älteste (Emil Fässler) hatte seine eigene Werkstatt.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fässler [SGV_08],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342145,"Nabulon, Ueli",,1919,,,,"<p>Ueli Nabulon war ein Appenzeller Bauernmaler und Kunsthandwerker, der alte Bauernschränke bemalte und restaurierte.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nabulon, Ueli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342133,"Neff, Sibylle","Schweiz, Basel",2010-07-10,,,"Schweiz, Appenzell","<p>Sibylle Neff ware eine Schweizer Kunstmalerin mit den Schwerpunkten Zeichnung, Ölmalerei und Aquarell. Sie kam als uneheliches Kind der damals 17-jährigen Berta Ullmann († 1987) in Basel zur Welt und wuchs in . Ihr Stiefvater war der Spengler Hermann Nefff († 1977), dessen Name sie 1962 übernahm. 2007 wurde sie mit dem Innerrhodner Kulturpreis ausgezeichnet. Neff war befreundet mit Maria Suter. (Siehe <a href=""http://www.sikart.ch/KuenstlerInnen.aspx?id=4001158"">SIKART Lexikon zur Kunst in der Schweiz</a> und <a href=""https://de.wikipedia.org/wiki/Sibylle_Neff"">Wikipedia</a>)</p>",,Appenzell,http://sws.geonames.org/2661740,,,,,,,47.33103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.40996,"Neff, Sibylle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342126,"Suter, Maria",,,,,,"<p>""Maria Suter ist Bauersfrau und Stickerin – sie stickt Monogramme auf alles, was sich dazu eignet: Blusen, Tischtücher, Tischsets und Taschentücher – manchmal Taschentücher für den Schah von Persien"" (Autor unbekannt).</p>",,,,,"Tätigkeit: Stickerin, Bäuerin","Lebte/Arbeitete in: Schweiz, Appenzell","""Maria Suter ist Bauersfrau und Stickerin – sie stickt Monogramme auf alles, was sich dazu eignet: Blusen, Tischtücher, Tischsets und Taschentücher – manchmal Taschentücher für den Schah von Persien""",,,,Verwendete Quellen: Teilsammlung 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suter, Maria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342116,"Rotach, Johannes","Schweiz, Appenzell Ausserrhoden, Hundwil",1981-05-15,,,"Schweiz, Appenzell Ausserrhoden, Herisau","<p>Johannes Rotach war Knecht und Appenzeller Senntummaler. (Siehe <a href=""http://www.sikart.ch/kuenstlerInnen.aspx?id=4031062"">SIKART Lexikon zur Kunst in der Schweiz</a>)</p>",,Herisau,http://sws.geonames.org/2660365,,,,,,,47.38615,Verwendete Quellen: sikart.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.27916,"Rotach, Johannes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342108,"Reifler, Hans",,,,,,"<p>Hans Reifler war Weissküfer in Hundwil (AR) in der 1921 von Ulrich Reifler gegründeten Hans Reifler AG Weissküferei. (Siehe <a href=""http://www.reifler.ch/ueberuns.htm"">Hans Reifler AG</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reifler, Hans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342091,"Rellstab, Ursula",,,,,,"<p>Ursula Rellstab war eine an Stadt- und Quartierkultur interessierte Journalistin und gemeinsam mit <a class=""salsah-link"" href=""IRI:342089:IRI"">Max Buchmann</a> Urheberin der Sammlung <a class=""salsah-link"" href=""IRI:342092:IRI"">Rellstab und Buchmann</a>.</p>",,,,,Tätigkeit: Journalistin? Präsidentin der Vereins Metropole Schweiz ?,Lebte/Arbeitete in: Zürich?,,,,,,Verwendete Quellen: Teilsammlung 8,Publikation: Vgl. Bibliothekskataloge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rellstab, Ursula",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342090,"P&T Photo und Text Postfach 8033, Zürich, Schweiz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P&T Photo und Text Postfach 8033, Zürich, Schweiz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342089,"Buchmann, Max",,1921,,,,"<p>Max Buchmann war Fotograf und gemeinsam mit <a class=""salsah-link"" href=""IRI:342091:IRI"">Ursula Rellstab</a> Urheber der Sammlung <a class=""salsah-link"" href=""IRI:342092:IRI"">Rellstab und Buchmann</a>. Er absolvierte eine Ausbildung an der Kunstgewerbeschule Zürich und war von 1937 bis 1941 Schüler von Hans Finsler. (Siehe <a href=""https://foto-ch.ch/#/photographer#detail=33908&type=photographer"">fotoCH</a>)</p>",,,,,,,,,,,"Archivmaterial: Fotoausbildung und Studiengänge im Bereich Fotografie,   Institution: Archiv der Zürcher Hochschule der Künste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchmann, Max","Buchmann, Max Emil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342028,Phot. J. Gaberell,,,,,,"<p>Postkarten-, Buchverlag und Fotogeschäft, das <a class=""salsah-link"" href=""IRI:343536:IRI"">Jean Gaberell</a> um 1920 in Thalwil (ZH) eröffnete.</p>",,,,,,,,,,,"Literatur: Fonoteca Nazionale Svizzera (Hg.): Il patrimonio musicale e audiovisivo degli archivi e biblioteche del cantone Ticino, Lugano 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phot. J. Gaberell,"J. Gaberell, photogr. Anstalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340787,Photo-House H. Rüedi S. A. ,,,,,,"<p>Ein von <a class=""salsah-link"" href=""IRI:343531:IRI"">Herbert Rüedi</a> zwischen 1901 und etwa 1950 betriebenes Fotogeschäft und ein Postkartenverlag in Lugano (TI). Zu den Mitarbeitern des Photo-House gehörte Walter Bosshard (1925). Ernesto Bächler und Vincenzo Vicari machten dort ihre Ausbildung (1920 - 1922 resp. 1927 - 1929).</p>",,,,,,,,,,,,Verwendete Quellen: foto-ch.ch,"Literatur: Fonoteca Nazionale Svizzera (Hg.): Il patrimonio musicale e audiovisivo degli archivi e biblioteche del cantone Ticino, Lugano 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photo-House H. Rüedi S. A. ,Photohouse H. Rüedi S. A.,"Photohouse, Lugano",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340573,Fotoatelier Boissonnas,,,,,,"<p>Das Fotoatelier Boissonnas wurde 1860 von Henri-Antoine Boissonnas gegründet. Anschliessend wurde das Atelier von seinem Sohn <a class=""salsah-link"" href=""IRI:343546:IRI"">Frédéric Boissonnas</a> übernommen. Das Fotoatelier wird in Zusammenhang mit der Sammlung <a class=""salsah-link"" href=""IRI:340411:IRI"">Hausforschung und Brauchtum</a> erwähnt.</p>",,,,,,,,,,,,"Breguet, Elisabeth: 100 ans de photographie chez les Vaudois. 1839-1939, Lausanne 1981.","Keckeis, Peter (Hg.): Damals in der Schweiz. Kultur, Geschichte, Volksleben der Schweiz im Spiegel der frühen Photographie, Frauenfeld 1981.","Gasser, Martin (Hg.): Bilderstreit. Durchbruch der Moderne um 1930, Zürich 2007.","Bachmann, Dieter und Schweizerische Landesmuseen (Hg.): Aufbruch in die Gegenwart. Die Schweiz in Fotografien 1840-1960, Zürich 2009.",,,,,,,,,"Bouvier, Nicolas: Les Boissonnas: un siècle de photographie à Genève, Genève 1981.",,,,,,,,,,,"Bouvier, Nicolas: Les Boissonnas. Une dynastie de photographes, 1864-1983, Lausanne 1983.","Auer, Michèle und Michel Auer: Encyclopédie internationale des photographes de 1839 à nos jours/Photographers encyclopedia international 1839 to the present, Hermance 1985.","Perret, René: Frappante Ähnlichkeit. Pioniere der Schweizer Photographie. Bilder der Anfänge, Brugg 1991.","Schweizerische Stiftung für die Photographie (Hg.): Photographie in der Schweiz von 1840 bis heute, Bern 1992.","Schweizerisches Landesmuseum (Hg.): Im Licht der Dunkelkammer. Die Schweiz in Photographien des 19. Jahrhunderts aus der Sammlung Herzog, Basel 1994.","Musée historique de Lausanne: L'ère du chamboulement. Lausanne et les pionniers de la photographie 1845-1900, Lausanne 1995.","Bieri, Susanne und Mechthild Heuser (Hg.): Vom General zum Glamour Girl. Ein Porträt der Schweiz, Basel 2005.",,,Fotoatelier Boissonnas,Fred. Boissonnas & Cie,Fred. Boissonnas & Cie - Genève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340410,"Brockmann-Jerosch, Heinrich",[löschen2016],1939-02-16,,,[löschen2016],"<p>Heinrich Brockmann-Jerosch war ein Schweizer Botaniker und Pionier der Pflanzensoziologie. Seine Forschungsschwerpunkte waren Nutz- und Kulturpflanzen, Ökologie, Volksbotanik und Bauernhäuser. (Siehe <a href=""https://de.wikipedia.org/wiki/Heinrich_Brockmann-Jerosch"">wikipedia</a>)</p><p>Nach seiner Schulzeit in Winterthur erwarb er sich praktische Erfahrungen in der Landwirtschaft und studierte anschliessend an der <a class=""salsah-link"" href=""IRI:2141595:IRI"">ETH</a> Zürich Agrarwissenschaften (dipl. Ing. agr. 1902) danach Studium der Naturwissenschaften (Promotion 1906).</p><p>1905 heiratete er Marie Jerosch, promovierte Geologin aus Ostpreussen. (Siehe <a href=""http://www.hls-dhs-dss.ch/textes/d/D32076.php"">Historisches Lexikon der Schweiz</a>)</p><p>Brockmann-Jerosch war Lehrer am Gymnasium Winterthur, Assistent an der ETH, Kurator des Geobotanischen Forschungsinstitutes Rübel in Zürich, Lehrer für Geografie (Kant. Oberreal- und Handelsschule), Prof. für Botanik an der Universität Zürich. Seine vielseitige wissenschaftliche und praxisbezogene Tätigkeit auf den Gebieten der Geobotanik und des Heimatschutzes, bei der immer mehr die Wechselwirkung Mensch-Vegetation ins Blickfeld rückte, führte auch zur Volkskunde (Volksbotanik, Bauernhausforschung). (Siehe <a href=""http://www.hls-dhs-dss.ch/textes/d/D32076.php"">Historisches Lexikon der Schweiz</a>)</p><p>In den 1920er Jahren projektierte er eine Erhebung zum Schweizer Volksleben und stellte die Sammlung <a class=""salsah-link"" href=""IRI:340411:IRI"">Hausforschung und Brauchtum</a> zusammen.</p>",,Zurich,http://sws.geonames.org/2657896,,,,,,,47.36667,,Verwendete Quellen: www.zug.ch/behoerden/weitere-organisationen/bauernhausforschung/,"Hägele, Ulrich: Foto-Ethnographie, Tübingen 2007",,,,,,,,,,,"Rübel, Eduard: Heinrich Brockmann-Jerosch 1879-1939 (Nachruf in: Verhandlungen der Schweizerischen Naturforschenden Gesellschaft, 1939)",,,,,,,,,,,"Iten, Karl (Hg.): Uri damals. Photographien und Zeitdokumente, 1855-1925, Altdorf 1984","Pfrunder, Peter u.a. (Hg.): Schweizer Fotobücher 1927 bis heute - Eine andere Geschichte der Fotografie, Baden 2012","Hägele, Ulrich: Foto-Ethnographie. Die visuelle Methode in der volkskundlichen Wissenschaft, Tübingen 2007 (2010)","Lenzin, Danièle: Folklore vivat, crescat, floreat! Über die Anfänge der wissenschaftlichen Volkskunde in der Schweiz um 1900. Zürich 1996","ETH-Bibliothek in Zürich (Nachlass, Dokumentensammlungen 1911-1923, 1913-1925 und 1925-1927) ",,,8.55,,"Brockmann-Jerosch, Heinrich",Brockmann,"Brockmann, Heinrich",,,,,,,,"Seine zweibändige Publikation ""Schweizer Volksleben"" (1929-1931) umfasst für seine Zeit einmaliges fotografisches Material (P. Hugger)",,,,,,,,,,,,,,,,,,,,,
340408,Institut für Haus- und Siedlungsforschung,,1944,,,,<span gaga={}><p>Aus dem Institut für Haus- und Siedlungsforschung ging 1944 die Aktion Bauernhausforschung in der Schweiz hervor.</p></span<p></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institut für Haus- und Siedlungsforschung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340399,Klingelfuss,,,,,,"<p>Kingelfuss war Teil von <a class=""salsah-link"" href=""IRI:340398:IRI"">Klingelfuss & Cie.</a> und lebte/arbeitete in Basel.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klingelfuss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340398,Klingelfuss & Cie.,,,,,,<p>Kingelfuss & Cie. hatte seinen Sitz in Basel.</p>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klingelfuss & Cie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340390,Verein schweizer. Geographie-Lehrer,,1911,,,,<p>Der Verein Schweizer Geographielehrpersonen ist eine Interessengemeinschaft der Geographielehrerinnen und -lehrer.</p>,,,,,,,,,,,,Verwendete Quellen: Teilsammlung 2,URL: www.vsgg.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verein schweizer. Geographie-Lehrer,Verein Schweizer Geographielehrpersonen (VSGG/ASPG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
